6,0.485824,0.500244,0.0498813,0.0853635,0.311122,0.378589,0.344954,0.379099,0.233455,0.27936,0.499201,0.462176,0.463357,1.49669,0.874219,0.471135,0.834953,0.858935,2.59009
7,0.467041,0.502912,0.0234739,0.064996,0.255035,0.315877,0.334554,0.433645,0.114167,0.183262,0.42074,0.206323,0.20864,1.52628,0.866384,0.144187,0.838467,0.868526,2.69976
8,0.431626,0.420026,0.0157675,0.0520509,0.211592,0.253994,0.22323,0.249448,0.109124,0.144042,0.349414,0.207831,0.209277,1.51183,0.867456,0.145958,0.852025,0.875513,2.73675
9,0.410024,0.433033,0.0116713,0.0451624,0.183645,0.215927,0.22406,0.328311,0.171044,0.186581,0.277674,0.101841,0.101912,0.660033,0.325364,0.0940904,0.327099,0.327247,2.85661
10,0.400852,0.380469,0.00878094,0.039011,0.15781,0.170797,0.160065,0.172742,0.136644,0.16761,0.203883,0.101431,0.10198,0.669791,0.334299,0.0938677,0.330019,0.331429,3.09392
11,0.376262,0.380226,0.00697583,0.0362178,0.140361,0.148988,0.16184,0.20744,0.149517,0.169835,0.205774,0.0397843,0.0389622,0.667563,0.326902,0.0646778,0.331971,0.330187,2.62259
12,0.353367,0.34785,0.00592241,0.0327933,0.124745,0.117404,0.123694,0.100525,0.150571,0.193027,0.179097,0.0390799,0.0393004,0.655706,0.331777,0.0592135,0.333225,0.328487,2.97147
13,0.340067,0.356573,0.00500595,0.0304513,0.109614,0.109133,0.12158,0.233166,0.162352,0.193424,0.146763,0.0118739,0.0120653,0.280853,0.123775,0.04476,0.100294,0.0795731,2.95047
14,0.331145,0.320364,0.00420845,0.0275421,0.0996201,0.084772,0.0992641,0.0857773,0.111891,0.158548,0.11363,0.0119404,0.011861,0.281821,0.122975,0.0418214,0.0967023,0.0807104,3.0367
15,0.317819,0.325227,0.00366982,0.0260299,0.0907871,0.0806851,0.0995901,0.111201,0.0506923,0.0856379,0.0878045,0.00319956,0.00323435,0.275568,0.122634,0.0277004,0.0982909,0.0833961,3.05441
16,0.302135,0.306217,0.00324263,0.0239433,0.0806765,0.0625813,0.081819,0.0576836,0.0433727,0.0430818,0.0641836,0.00320701,0.00326064,0.280712,0.122501,0.0281605,0.0999833,0.080316,2.98132
17,0.302385,0.30506,0.00280303,0.0225627,0.0757507,0.0644116,0.0812882,0.166903,0.0868855,0.0825137,0.092632,0.00115327,0.00116119,0.131025,0.0513733,0.0238578,0.0796791,0.0642421,2.8926
18,0.291303,0.294741,0.00250624,0.0212152,0.0682167,0.0473035,0.0691919,0.0460926,0.0736581,0.08282,0.10353,0.00115327,0.00111737,0.129261,0.0493369,0.025697,0.0787229,0.0627759,2.96327
19,0.283317,0.286625,0.0022698,0.0199073,0.0651227,0.0487787,0.0674914,0.0687365,0.0853527,0.0907242,0.0921651,0.000589506,0.000591529,0.13274,0.050111,0.0229409,0.0790037,0.0646208,2.64627
